invoiceID,branch,city,cust_type,gender,type,unit_price,quantity,date,time,payment,cost,rating,gross _ncome
453-63-6187,B,Ismailia,Normal,Male,Electronic accessories,27.5,3,3/1/2019,15:40,eWallet,82.5,6.5,4.125
457-12-0244,C,Alexandria,Member,Female,Sports and travel,35.22,6,3/14/2019,13:49,eWallet,211.32,6.5,10.566
457-13-1708,B,Ismailia,Member,Male,Fashion accessories,65.23,10,1/8/2019,19:07,Credit card,652.3,5.2,32.615
457-94-0464,B,Ismailia,Member,Male,Electronic accessories,87.87,9,1/31/2019,20:32,eWallet,790.83,5.6,39.5415
458-10-8612,C,Alexandria,Normal,Male,Health and beauty,64.08,7,1/20/2019,12:27,eWallet,448.56,7.6,22.428
458-41-1477,C,Alexandria,Normal,Female,Health and beauty,46.26,6,3/8/2019,17:11,Credit card,277.56,9.5,13.878
458-61-0011,B,Ismailia,Normal,Male,Food and beverages,60.3,4,2/20/2019,18:43,Cash,241.2,5.8,12.06
459-45-2396,A,Cairo,Member,Female,Food and beverages,99.6,3,2/25/2019,18:45,Cash,298.8,5.8,14.94
459-50-7686,A,Cairo,Normal,Female,Electronic accessories,23.46,6,1/13/2019,19:14,eWallet,140.76,6.4,7.038
460-35-4390,A,Cairo,Normal,Male,Home and lifestyle,30.68,3,1/22/2019,11:00,eWallet,92.04,9.1,4.602
460-93-5834,A,Cairo,Normal,Male,Sports and travel,45.58,7,1/13/2019,10:03,Cash,319.06,5,15.953
462-67-9126,A,Cairo,Normal,Male,Home and lifestyle,73.22,6,1/21/2019,17:44,Cash,439.32,7.2,21.966
462-78-5240,C,Alexandria,Normal,Female,Electronic accessories,26.61,2,3/19/2019,14:35,Cash,53.22,4.2,2.661
466-61-5506,B,Ismailia,Member,Female,Electronic accessories,90.7,6,2/26/2019,10:52,Cash,544.2,5.3,27.21
468-01-2051,B,Ismailia,Normal,Male,Food and beverages,62.08,7,3/6/2019,13:46,eWallet,434.56,5.4,21.728
468-88-0009,A,Cairo,Member,Male,Home and lifestyle,65.94,4,3/24/2019,10:29,Cash,263.76,6,13.188
468-99-7231,C,Alexandria,Normal,Female,Home and lifestyle,44.01,8,3/3/2019,17:36,Cash,352.08,8.8,17.604
470-31-3286,B,Ismailia,Normal,Male,Health and beauty,14.82,3,3/1/2019,11:30,Credit card,44.46,8.7,2.223
470-32-9057,A,Cairo,Member,Male,Food and beverages,51.34,5,3/28/2019,15:31,Credit card,256.7,9.1,12.835
471-06-8611,C,Alexandria,Normal,Female,Food and beverages,52.42,1,2/6/2019,10:22,Credit card,52.42,6.3,2.621
471-41-2823,C,Alexandria,Normal,Male,Food and beverages,99.79,2,3/7/2019,20:37,eWallet,199.58,8,9.979
472-15-9636,A,Cairo,Normal,Male,Home and lifestyle,50.93,8,3/22/2019,19:36,eWallet,407.44,9.2,20.372
474-33-8305,C,Alexandria,Member,Male,Fashion accessories,67.39,7,3/23/2019,13:23,eWallet,471.73,6.9,23.5865
477-24-6490,B,Ismailia,Normal,Female,Health and beauty,99.71,6,2/26/2019,16:52,eWallet,598.26,7.9,29.913
477-59-2456,C,Alexandria,Normal,Female,Fashion accessories,45.44,7,1/23/2019,11:15,Cash,318.08,9.2,15.904
478-06-7835,A,Cairo,Normal,Male,Fashion accessories,89.69,1,1/11/2019,11:20,eWallet,89.69,4.9,4.4845
479-26-8945,B,Ismailia,Member,Female,Sports and travel,16.49,2,2/5/2019,11:32,eWallet,32.98,4.6,1.649
480-63-2856,C,Alexandria,Normal,Male,Food and beverages,19.25,8,1/23/2019,18:37,eWallet,154,6.6,7.7
482-17-1179,A,Cairo,Member,Male,Electronic accessories,11.94,3,1/19/2019,12:47,Credit card,35.82,8.1,1.791
483-71-1164,C,Alexandria,Normal,Female,Health and beauty,81.3,6,3/8/2019,16:43,eWallet,487.8,5.3,24.39
484-22-8230,C,Alexandria,Member,Female,Fashion accessories,51.89,7,1/8/2019,20:08,Cash,363.23,4.5,18.1615
485-30-8700,A,Cairo,Normal,Female,Sports and travel,33.26,5,3/18/2019,16:10,Credit card,166.3,4.2,8.315
487-79-6868,B,Ismailia,Member,Female,Home and lifestyle,12.29,9,3/26/2019,19:28,Credit card,110.61,8,5.5305
488-25-4221,C,Alexandria,Member,Female,Food and beverages,30.41,1,2/22/2019,10:36,Credit card,30.41,8.4,1.5205
489-64-4354,C,Alexandria,Normal,Male,Fashion accessories,16.28,1,3/9/2019,15:36,Cash,16.28,5,0.814
489-82-1237,A,Cairo,Normal,Female,Electronic accessories,93.88,7,1/5/2019,11:51,Credit card,657.16,7.3,32.858
490-29-1201,A,Cairo,Normal,Female,Sports and travel,15.34,1,1/6/2019,11:09,Cash,15.34,6.5,0.767
490-95-0021,B,Ismailia,Member,Female,Food and beverages,33.21,10,1/8/2019,14:25,eWallet,332.1,6,16.605
491-38-3499,A,Cairo,Member,Male,Fashion accessories,55.45,1,2/26/2019,17:46,Credit card,55.45,4.9,2.7725
493-65-6248,C,Alexandria,Member,Female,Sports and travel,36.98,10,1/1/2019,19:48,Credit card,369.8,7,18.49
497-36-0989,A,Cairo,Normal,Male,Fashion accessories,51.94,3,2/15/2019,15:21,Cash,155.82,7.9,7.791
497-37-6538,A,Cairo,Normal,Male,Sports and travel,58.91,7,1/17/2019,15:15,eWallet,412.37,9.7,20.6185
498-41-1961,B,Ismailia,Normal,Male,Health and beauty,66.68,5,2/20/2019,18:01,Cash,333.4,7.6,16.67
499-27-7781,B,Ismailia,Normal,Female,Food and beverages,53.21,8,3/14/2019,16:45,eWallet,425.68,5,21.284
500-02-2261,C,Alexandria,Normal,Female,Food and beverages,57.29,6,3/21/2019,17:04,eWallet,343.74,5.9,17.187
501-61-1753,B,Ismailia,Normal,Female,Home and lifestyle,63.15,6,1/3/2019,20:24,eWallet,378.9,9.8,18.945
502-05-1910,A,Cairo,Normal,Male,Health and beauty,65.18,3,2/25/2019,20:35,Credit card,195.54,6.3,9.777
503-07-0930,C,Alexandria,Member,Male,Sports and travel,58.39,7,2/23/2019,19:49,Credit card,408.73,8.2,20.4365
503-21-4385,B,Ismailia,Member,Male,Health and beauty,39.91,3,2/21/2019,12:40,eWallet,119.73,9.3,5.9865
504-35-8843,A,Cairo,Normal,Male,Sports and travel,42.47,1,1/2/2019,16:57,Cash,42.47,5.7,2.1235
505-02-0892,B,Ismailia,Member,Male,Health and beauty,42.57,8,2/25/2019,14:12,eWallet,340.56,5.6,17.028
509-10-0516,B,Ismailia,Normal,Male,Home and lifestyle,45.97,4,2/9/2019,12:02,eWallet,183.88,5.1,9.194
509-29-3912,A,Cairo,Member,Female,Sports and travel,38.72,9,3/20/2019,12:24,eWallet,348.48,4.2,17.424
510-09-5628,A,Cairo,Member,Female,Fashion accessories,19.66,10,3/15/2019,18:20,Credit card,196.6,7.2,9.83
510-79-0415,B,Ismailia,Member,Female,Sports and travel,23.08,6,1/24/2019,19:20,eWallet,138.48,4.9,6.924
510-95-6347,B,Ismailia,Member,Female,Food and beverages,48.52,3,3/5/2019,18:17,eWallet,145.56,4,7.278
511-54-3087,B,Ismailia,Normal,Male,Sports and travel,88.45,1,2/25/2019,16:36,Credit card,88.45,9.5,4.4225
512-91-0811,C,Alexandria,Normal,Male,Health and beauty,89.75,1,2/6/2019,20:05,Credit card,89.75,6.6,4.4875
512-98-1403,A,Cairo,Member,Female,Electronic accessories,26.48,3,3/21/2019,10:40,eWallet,79.44,4.7,3.972
514-37-2845,B,Ismailia,Normal,Male,Fashion accessories,99.25,2,3/20/2019,13:02,Cash,198.5,9,9.925
516-77-6464,C,Alexandria,Member,Female,Health and beauty,10.16,5,2/24/2019,13:08,eWallet,50.8,4.1,2.54
518-17-2983,A,Cairo,Normal,Female,Fashion accessories,48.63,4,2/4/2019,15:44,eWallet,194.52,7.6,9.726
518-71-6847,B,Ismailia,Member,Male,Food and beverages,26.6,6,2/26/2019,15:10,eWallet,159.6,4.9,7.98
521-18-7827,C,Alexandria,Member,Male,Home and lifestyle,39.39,5,1/22/2019,20:46,Credit card,196.95,8.7,9.8475
522-57-8364,A,Cairo,Member,Male,Fashion accessories,51.34,8,1/31/2019,10:00,eWallet,410.72,7.6,20.536
523-38-0215,C,Alexandria,Normal,Male,Home and lifestyle,37,1,3/6/2019,13:29,Credit card,37,7.9,1.85
525-09-8450,B,Ismailia,Normal,Male,Electronic accessories,72.13,10,1/31/2019,15:12,Credit card,721.3,4.2,36.065
525-88-7307,B,Ismailia,Member,Male,Sports and travel,75.82,1,1/31/2019,13:19,Cash,75.82,5.8,3.791
526-86-8552,C,Alexandria,Member,Female,Home and lifestyle,21.82,10,1/7/2019,17:36,Cash,218.2,7.1,10.91
527-09-6272,A,Cairo,Member,Female,Electronic accessories,28.45,5,3/21/2019,10:17,Credit card,142.25,9.1,7.1125
528-14-9470,A,Cairo,Member,Male,Health and beauty,91.3,1,2/14/2019,14:42,eWallet,91.3,9.2,4.565
528-87-5606,B,Ismailia,Member,Female,Electronic accessories,39.48,1,2/12/2019,19:43,Cash,39.48,6.5,1.974
529-56-3974,B,Ismailia,Member,Male,Electronic accessories,25.51,4,3/9/2019,17:03,Cash,102.04,6.8,5.102
530-90-9855,A,Cairo,Member,Male,Home and lifestyle,47.59,8,1/1/2019,14:47,Cash,380.72,5.7,19.036
531-56-4728,A,Cairo,Normal,Male,Home and lifestyle,80.08,3,2/11/2019,15:29,Cash,240.24,5.4,12.012
531-80-1784,A,Cairo,Normal,Male,Electronic accessories,26.02,7,3/28/2019,17:38,Cash,182.14,5.1,9.107
532-59-7201,B,Ismailia,Member,Male,Sports and travel,79.93,6,1/31/2019,14:04,Cash,479.58,5.5,23.979
533-33-5337,B,Ismailia,Normal,Male,Electronic accessories,79.39,10,2/7/2019,20:24,Cash,793.9,6.2,39.695
533-66-5566,B,Ismailia,Normal,Female,Home and lifestyle,51.07,7,1/12/2019,11:42,Cash,357.49,7,17.8745
534-01-4457,A,Cairo,Normal,Male,Food and beverages,81.71,6,1/27/2019,14:36,Credit card,490.26,8,24.513
534-53-3526,A,Cairo,Normal,Female,Sports and travel,94.76,4,2/11/2019,16:06,eWallet,379.04,7.8,18.952
537-72-0426,C,Alexandria,Member,Male,Fashion accessories,70.99,10,3/20/2019,16:28,Cash,709.9,5.7,35.495
538-22-0304,C,Alexandria,Normal,Male,Electronic accessories,64.95,10,3/24/2019,18:27,Cash,649.5,5.2,32.475
539-21-7227,B,Ismailia,Normal,Female,Sports and travel,51.54,5,1/26/2019,17:45,Cash,257.7,4.2,12.885
540-11-4336,A,Cairo,Normal,Male,Food and beverages,24.94,9,1/11/2019,16:49,Credit card,224.46,5.6,11.223
541-08-3113,C,Alexandria,Normal,Male,Food and beverages,65.97,8,2/2/2019,20:29,Cash,527.76,8.4,26.388
541-48-8554,A,Cairo,Normal,Male,Sports and travel,60.95,9,1/7/2019,12:08,Credit card,548.55,6,27.4275
541-89-9860,C,Alexandria,Member,Female,Fashion accessories,80.48,3,2/15/2019,12:31,Cash,241.44,8.1,12.072
542-41-0513,B,Ismailia,Member,Female,Electronic accessories,57.49,4,3/15/2019,11:57,Cash,229.96,6.6,11.498
544-32-5024,C,Alexandria,Member,Female,Food and beverages,49.79,4,3/28/2019,19:16,Credit card,199.16,6.4,9.958
544-55-9589,B,Ismailia,Member,Female,Electronic accessories,21.43,10,1/28/2019,11:51,Cash,214.3,6.2,10.715
545-07-8534,C,Alexandria,Normal,Female,Health and beauty,58.32,2,2/14/2019,12:42,eWallet,116.64,6,5.832
545-46-3100,B,Ismailia,Member,Female,Electronic accessories,10.59,3,3/12/2019,13:52,Credit card,31.77,8.7,1.5885
546-80-2899,A,Cairo,Member,Male,Home and lifestyle,37.69,2,2/20/2019,15:29,eWallet,75.38,9.5,3.769
548-46-9322,B,Ismailia,Normal,Male,Food and beverages,39.9,10,2/20/2019,15:24,Credit card,399,5.9,19.95
548-48-3156,A,Cairo,Member,Female,Food and beverages,83.34,2,3/19/2019,13:37,Cash,166.68,7.6,8.334
549-03-9315,B,Ismailia,Normal,Male,Fashion accessories,94.87,8,2/12/2019,12:58,eWallet,758.96,8.7,37.948
549-23-9016,C,Alexandria,Member,Female,Food and beverages,14.87,2,2/13/2019,18:15,Credit card,29.74,8.9,1.487
549-59-1358,A,Cairo,Member,Male,Sports and travel,88.63,3,3/2/2019,17:36,eWallet,265.89,6,13.2945
549-84-7482,B,Ismailia,Normal,Female,Sports and travel,90.28,9,2/8/2019,11:15,eWallet,812.52,7.2,40.626
549-96-4200,C,Alexandria,Member,Male,Food and beverages,17.04,4,3/8/2019,20:15,eWallet,68.16,7,3.408
550-84-8664,A,Cairo,Normal,Male,Sports and travel,85.91,5,3/22/2019,14:33,Credit card,429.55,8.6,21.4775
551-21-3069,C,Alexandria,Normal,Female,Electronic accessories,23.07,9,2/1/2019,11:27,Cash,207.63,4.9,10.3815
552-44-5977,B,Ismailia,Member,Male,Health and beauty,62,8,1/3/2019,19:08,Credit card,496,6.2,24.8
554-42-2417,C,Alexandria,Normal,Female,Sports and travel,95.44,10,1/9/2019,13:45,Cash,954.4,5.2,47.72
554-53-3790,B,Ismailia,Normal,Male,Sports and travel,37.02,6,3/22/2019,18:33,Cash,222.12,4.5,11.106
554-53-8700,C,Alexandria,Member,Male,Home and lifestyle,56.11,2,2/2/2019,10:11,Cash,112.22,6.3,5.611
556-41-6224,C,Alexandria,Normal,Male,Health and beauty,33.64,8,2/15/2019,17:10,Credit card,269.12,9.3,13.456
556-72-8512,C,Alexandria,Normal,Male,Home and lifestyle,22.96,1,1/30/2019,20:47,Cash,22.96,4.3,1.148
556-86-3144,C,Alexandria,Member,Female,Fashion accessories,74.29,1,1/13/2019,19:30,Cash,74.29,5,3.7145
556-97-7101,C,Alexandria,Normal,Female,Electronic accessories,63.22,2,1/1/2019,15:51,Cash,126.44,8.5,6.322
558-60-5016,A,Cairo,Normal,Female,Home and lifestyle,33.3,9,3/4/2019,15:27,eWallet,299.7,7.2,14.985
558-80-4082,C,Alexandria,Normal,Male,Electronic accessories,27.85,7,3/14/2019,17:20,eWallet,194.95,6,9.7475
559-61-5987,B,Ismailia,Normal,Female,Health and beauty,17.75,1,1/14/2019,10:38,Cash,17.75,8.6,0.8875
559-98-9873,A,Cairo,Member,Female,Fashion accessories,53.65,7,2/10/2019,12:56,eWallet,375.55,5.2,18.7775
560-30-5617,B,Ismailia,Normal,Female,Sports and travel,24.77,5,3/24/2019,18:27,Cash,123.85,8.5,6.1925
560-49-6611,A,Cairo,Member,Female,Sports and travel,45.58,1,2/7/2019,14:13,Cash,45.58,9.8,2.279
562-12-5430,A,Cairo,Member,Female,Fashion accessories,88.15,3,1/18/2019,10:11,eWallet,264.45,7.9,13.2225
563-36-9814,A,Cairo,Member,Male,Electronic accessories,76.82,1,2/13/2019,18:27,eWallet,76.82,7.2,3.841
563-47-4072,B,Ismailia,Normal,Female,Health and beauty,55.81,6,1/22/2019,11:52,Cash,334.86,9.9,16.743
563-91-7120,A,Cairo,Normal,Female,Fashion accessories,61.77,5,3/8/2019,13:21,Cash,308.85,6.7,15.4425
565-17-3836,A,Cairo,Member,Female,Health and beauty,47.67,4,3/12/2019,14:21,Cash,190.68,9.1,9.534
565-67-6697,B,Ismailia,Member,Male,Home and lifestyle,27,9,3/2/2019,14:16,Cash,243,4.8,12.15
565-80-5980,C,Alexandria,Member,Female,Home and lifestyle,47.38,4,1/23/2019,10:25,Cash,189.52,7.1,9.476
565-91-4567,B,Ismailia,Normal,Male,Health and beauty,10.75,8,3/15/2019,14:38,eWallet,86,6.2,4.3
566-19-5475,B,Ismailia,Normal,Male,Fashion accessories,47.97,7,1/7/2019,20:52,Cash,335.79,6.2,16.7895
566-71-1091,A,Cairo,Normal,Male,Fashion accessories,77.02,5,2/3/2019,15:59,Cash,385.1,5.5,19.255
568-88-3448,A,Cairo,Normal,Male,Health and beauty,25,1,3/3/2019,15:09,eWallet,25,5.5,1.25
568-90-5112,C,Alexandria,Normal,Male,Health and beauty,66.14,4,3/19/2019,12:46,Credit card,264.56,5.6,13.228
569-71-4390,B,Ismailia,Normal,Male,Sports and travel,21.87,2,1/25/2019,14:29,eWallet,43.74,6.9,2.187
569-76-2760,A,Cairo,Member,Female,Sports and travel,22.01,4,1/29/2019,18:15,Credit card,88.04,6.6,4.402
571-94-0759,B,Ismailia,Member,Female,Food and beverages,74.6,10,1/8/2019,20:55,Cash,746,9.5,37.3
573-10-3877,B,Ismailia,Member,Male,Health and beauty,39.01,1,3/12/2019,16:46,Credit card,39.01,4.7,1.9505
573-58-9734,B,Ismailia,Normal,Female,Fashion accessories,30.37,3,3/28/2019,13:41,eWallet,91.11,5.1,4.5555
573-98-8548,C,Alexandria,Member,Female,Fashion accessories,31.9,1,1/5/2019,12:40,eWallet,31.9,9.1,1.595
574-22-5561,C,Alexandria,Member,Female,Fashion accessories,82.63,10,3/19/2019,17:08,eWallet,826.3,7.9,41.315
574-31-8277,B,Ismailia,Member,Male,Fashion accessories,33.63,1,3/20/2019,19:55,Cash,33.63,5.6,1.6815
574-57-9721,C,Alexandria,Normal,Male,Food and beverages,43.27,2,3/8/2019,16:53,eWallet,86.54,5.7,4.327
574-80-1489,B,Ismailia,Member,Female,Food and beverages,62.85,4,2/25/2019,13:22,eWallet,251.4,8.7,12.57
575-30-8091,A,Cairo,Normal,Male,Sports and travel,72.5,8,3/16/2019,19:25,eWallet,580,9.2,29
575-67-1508,A,Cairo,Normal,Male,Electronic accessories,38.6,1,1/29/2019,11:26,eWallet,38.6,6.7,1.93
576-31-4774,B,Ismailia,Normal,Female,Health and beauty,73.41,3,3/2/2019,13:10,eWallet,220.23,4,11.0115
577-34-7579,C,Alexandria,Member,Male,Food and beverages,50.49,9,1/10/2019,17:16,Cash,454.41,5.4,22.7205
578-80-7669,B,Ismailia,Normal,Male,Sports and travel,74.97,1,3/16/2019,16:58,Cash,74.97,5.6,3.7485
582-52-8065,B,Ismailia,Normal,Female,Fashion accessories,54.31,9,2/22/2019,10:49,Cash,488.79,8.9,24.4395
583-41-4548,C,Alexandria,Normal,Male,Home and lifestyle,16.67,7,2/7/2019,11:36,eWallet,116.69,7.4,5.8345
583-72-1480,C,Alexandria,Member,Male,Electronic accessories,37.06,4,1/31/2019,16:24,eWallet,148.24,9.7,7.412
584-66-4073,C,Alexandria,Normal,Male,Fashion accessories,56.5,1,3/13/2019,15:45,eWallet,56.5,9.6,2.825
584-86-7256,C,Alexandria,Member,Male,Sports and travel,34.56,7,3/11/2019,16:07,Credit card,241.92,7.3,12.096
585-03-5943,B,Ismailia,Normal,Male,Health and beauty,18.11,10,3/13/2019,11:46,eWallet,181.1,5.9,9.055
585-11-6748,B,Ismailia,Member,Male,Sports and travel,96.8,3,3/15/2019,13:05,Cash,290.4,5.3,14.52
585-86-8361,A,Cairo,Normal,Female,Food and beverages,27.28,5,2/3/2019,10:31,Credit card,136.4,8.6,6.82
585-90-0249,A,Cairo,Member,Male,Electronic accessories,73.26,1,1/27/2019,18:08,eWallet,73.26,9.7,3.663
586-25-0848,A,Cairo,Normal,Female,Sports and travel,12.34,7,3/4/2019,11:19,Credit card,86.38,6.7,4.319
587-03-7455,C,Alexandria,Member,Female,Fashion accessories,97.79,7,2/16/2019,17:30,eWallet,684.53,4.9,34.2265
587-73-4862,A,Cairo,Member,Female,Health and beauty,10.69,5,3/26/2019,11:07,eWallet,53.45,7.6,2.6725
588-01-7461,C,Alexandria,Normal,Female,Food and beverages,33.98,9,3/24/2019,10:43,Cash,305.82,4.2,15.291
588-47-8641,A,Cairo,Member,Male,Fashion accessories,56.04,10,1/14/2019,19:30,eWallet,560.4,4.4,28.02
589-02-8023,A,Cairo,Member,Male,Food and beverages,83.77,2,1/15/2019,10:54,Credit card,167.54,7,8.377
590-83-4591,B,Ismailia,Member,Male,Electronic accessories,87.45,6,2/17/2019,14:40,Credit card,524.7,8.8,26.235
592-34-6155,C,Alexandria,Normal,Male,Food and beverages,31.77,4,1/14/2019,14:43,eWallet,127.08,6.2,6.354
592-46-1692,C,Alexandria,Member,Female,Food and beverages,36.77,7,1/11/2019,20:10,Cash,257.39,7.4,12.8695
593-08-5916,A,Cairo,Normal,Female,Fashion accessories,15.5,1,3/19/2019,15:23,Credit card,15.5,7.4,0.775
593-14-4239,B,Ismailia,Normal,Female,Home and lifestyle,95.46,8,3/5/2019,19:40,eWallet,763.68,4.7,38.184
593-65-1552,C,Alexandria,Normal,Female,Home and lifestyle,69.81,4,1/28/2019,20:50,Credit card,279.24,5.9,13.962
593-95-4461,C,Alexandria,Member,Male,Home and lifestyle,74.86,1,3/24/2019,14:49,Cash,74.86,6.9,3.743
594-34-4444,A,Cairo,Normal,Male,Electronic accessories,97.16,1,3/8/2019,20:38,eWallet,97.16,7.2,4.858
595-11-5460,A,Cairo,Normal,Male,Health and beauty,96.58,2,3/15/2019,10:12,Credit card,193.16,5.1,9.658
595-27-4851,A,Cairo,Normal,Female,Fashion accessories,54.28,7,1/27/2019,18:05,eWallet,379.96,9.3,18.998
595-86-2894,C,Alexandria,Member,Male,Fashion accessories,96.98,4,2/6/2019,17:20,eWallet,387.92,9.4,19.396
595-94-9924,A,Cairo,Member,Female,Health and beauty,27.73,5,3/26/2019,20:21,Credit card,138.65,4.2,6.9325
596-42-3999,B,Ismailia,Normal,Male,Food and beverages,18.22,7,3/10/2019,14:04,Credit card,127.54,6.6,6.377
597-78-7908,C,Alexandria,Normal,Male,Fashion accessories,90.22,3,2/18/2019,19:39,Cash,270.66,6.2,13.533
598-06-7312,B,Ismailia,Member,Male,Fashion accessories,91.35,1,2/16/2019,15:42,Cash,91.35,6.8,4.5675
598-47-9715,C,Alexandria,Normal,Male,Electronic accessories,84.07,4,3/7/2019,16:54,eWallet,336.28,4.4,16.814
600-38-9738,C,Alexandria,Member,Male,Sports and travel,71.92,5,1/17/2019,15:05,Credit card,359.6,4.3,17.98
602-16-6955,B,Ismailia,Normal,Female,Sports and travel,76.6,10,1/24/2019,18:10,eWallet,766,6,38.3
602-80-9671,C,Alexandria,Member,Female,Home and lifestyle,15.95,6,2/9/2019,17:15,Credit card,95.7,5.1,4.785
603-07-0961,C,Alexandria,Member,Male,Electronic accessories,74.79,5,1/10/2019,11:34,Cash,373.95,4.9,18.6975
604-70-6476,A,Cairo,Member,Male,Fashion accessories,17.94,5,1/23/2019,14:04,eWallet,89.7,6.8,4.485
605-03-2706,A,Cairo,Normal,Female,Health and beauty,15.8,3,3/25/2019,18:02,Cash,47.4,9.5,2.37
605-72-4132,C,Alexandria,Normal,Female,Food and beverages,94.47,8,2/27/2019,15:12,Cash,755.76,9.1,37.788
605-83-1050,B,Ismailia,Normal,Male,Fashion accessories,27.18,2,3/15/2019,16:26,eWallet,54.36,4.3,2.718
606-80-4905,C,Alexandria,Member,Female,Sports and travel,19.15,6,1/29/2019,10:01,Credit card,114.9,6.8,5.745
607-65-2441,C,Alexandria,Member,Male,Health and beauty,81.95,10,3/10/2019,12:39,Credit card,819.5,6,40.975
607-76-6216,C,Alexandria,Member,Female,Fashion accessories,92.49,5,3/2/2019,16:35,Credit card,462.45,8.6,23.1225
608-04-3797,B,Ismailia,Member,Female,Health and beauty,25.32,8,3/5/2019,20:24,eWallet,202.56,8.7,10.128
608-05-3804,B,Ismailia,Member,Male,Electronic accessories,39.75,1,2/25/2019,20:19,Cash,39.75,6.1,1.9875
608-27-6295,B,Ismailia,Member,Male,Electronic accessories,52.89,6,1/19/2019,17:34,Credit card,317.34,9.8,15.867
608-96-3517,B,Ismailia,Member,Female,Fashion accessories,91.54,4,3/23/2019,19:20,Credit card,366.16,4.8,18.308
609-81-8548,A,Cairo,Member,Female,Home and lifestyle,37.44,6,2/6/2019,13:55,Credit card,224.64,5.9,11.232
610-46-4100,A,Cairo,Normal,Male,Health and beauty,28.95,7,3/3/2019,20:31,Credit card,202.65,6,10.1325
612-36-5536,A,Cairo,Member,Male,Food and beverages,80.96,8,2/17/2019,11:12,Credit card,647.68,7.4,32.384
613-59-9758,C,Alexandria,Normal,Female,Sports and travel,14.36,10,1/27/2019,14:28,Cash,143.6,5.4,7.18
616-24-2851,B,Ismailia,Member,Female,Fashion accessories,17.87,4,3/22/2019,14:42,eWallet,71.48,6.5,3.574
616-87-0016,B,Ismailia,Normal,Male,Fashion accessories,95.54,7,3/9/2019,14:36,Credit card,668.78,9.6,33.439
617-15-4209,C,Alexandria,Member,Male,Health and beauty,15.37,2,3/16/2019,19:47,Cash,30.74,7.2,1.537
618-34-8551,A,Cairo,Normal,Female,Sports and travel,93.18,2,1/16/2019,18:41,Credit card,186.36,8.5,9.318
620-02-2046,C,Alexandria,Normal,Male,Home and lifestyle,69.4,2,1/27/2019,19:48,eWallet,138.8,9,6.94
622-20-1945,C,Alexandria,Normal,Female,Health and beauty,39.42,1,1/18/2019,15:08,Cash,39.42,8.4,1.971
624-01-8356,B,Ismailia,Normal,Female,Home and lifestyle,49.01,10,1/27/2019,10:44,Credit card,490.1,4.2,24.505
626-43-7888,C,Alexandria,Normal,Female,Fashion accessories,60.41,8,2/7/2019,12:23,eWallet,483.28,9.6,24.164
627-95-3243,B,Ismailia,Member,Female,Home and lifestyle,77.68,9,2/4/2019,13:21,eWallet,699.12,9.8,34.956
628-34-3388,C,Alexandria,Normal,Male,Fashion accessories,27.38,6,1/5/2019,20:54,Credit card,164.28,7.9,8.214
628-90-8624,B,Ismailia,Member,Male,Health and beauty,82.58,10,3/14/2019,14:41,Cash,825.8,5,41.29
629-42-4133,C,Alexandria,Normal,Male,Health and beauty,21.8,8,2/19/2019,19:24,Cash,174.4,8.3,8.72
630-74-5166,A,Cairo,Normal,Male,Sports and travel,62.13,6,3/22/2019,20:19,Cash,372.78,7.4,18.639
631-34-1880,C,Alexandria,Member,Male,Food and beverages,24.31,3,1/8/2019,19:09,Credit card,72.93,4.3,3.6465
631-41-3108,A,Cairo,Normal,Male,Home and lifestyle,46.33,7,3/3/2019,13:23,Credit card,324.31,7.4,16.2155
632-32-4574,B,Ismailia,Normal,Male,Sports and travel,75.92,8,3/20/2019,14:14,Cash,607.36,5.5,30.368
632-90-0281,C,Alexandria,Normal,Female,Fashion accessories,37.55,10,3/8/2019,20:01,Credit card,375.5,9.3,18.775
633-09-3463,C,Alexandria,Normal,Female,Electronic accessories,47.65,3,3/28/2019,12:58,Credit card,142.95,9.5,7.1475
633-44-8566,A,Cairo,Member,Male,Food and beverages,49.38,7,3/27/2019,20:35,Credit card,345.66,7.3,17.283
633-91-1052,A,Cairo,Normal,Female,Home and lifestyle,12.03,2,1/27/2019,15:51,Cash,24.06,5.1,1.203
634-97-8956,A,Cairo,Normal,Male,Food and beverages,32.9,3,2/17/2019,17:27,Credit card,98.7,9.1,4.935
635-28-5728,A,Cairo,Normal,Male,Health and beauty,56,3,2/28/2019,19:33,eWallet,168,4.8,8.4
635-40-6220,A,Cairo,Normal,Male,Health and beauty,89.6,8,2/7/2019,11:28,eWallet,716.8,6.6,35.84
636-17-0325,B,Ismailia,Normal,Male,Health and beauty,62.57,4,2/25/2019,18:37,Cash,250.28,9.5,12.514
636-48-8204,A,Cairo,Normal,Male,Electronic accessories,34.56,5,2/17/2019,11:15,eWallet,172.8,9.9,8.64
636-98-3364,B,Ismailia,Member,Female,Electronic accessories,26.26,3,3/2/2019,12:36,eWallet,78.78,6.3,3.939
638-60-7125,A,Cairo,Normal,Female,Electronic accessories,99.56,8,2/14/2019,17:03,Credit card,796.48,5.2,39.824
639-76-1242,C,Alexandria,Normal,Male,Food and beverages,40.52,5,2/3/2019,15:19,Cash,202.6,4.5,10.13
640-48-5028,B,Ismailia,Member,Female,Home and lifestyle,88.39,9,3/2/2019,12:40,Cash,795.51,6.3,39.7755
